TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RSUL4;69,86;;6,48;1,55;0,97;41,53;22,29;15,48;4,50;1,32;-0,53;-0,18;1,00;2,74;-2,26;2,60;23,91;14,93;13,41;0,62;0,38;0,96;17,77;30,50;72.353,24;45,12;10,79;0,35;174.316.418,50
SANB11;33,73;6,05;10,89;1,02;0,10;37,88;10,10;7,42;8,00;8,00;;;0,81;-0,17;-0,10;0,03;9,37;0,92;;0,10;0,90;0,12;13,50;-6,94;97.966.242,11;33,03;3,10;5,95;126.462.726.175,12
SANB3;16,53;5,88;10,68;1,00;0,10;37,88;10,10;7,42;7,84;8,00;;;0,79;-0,16;-0,10;0,03;9,37;0,92;;0,10;0,90;0,12;13,50;-6,94;897.448,74;16,52;1,55;5,84;126.462.726.175,12
SANB4;17,19;6,22;11,10;1,04;0,10;37,88;10,10;7,42;8,15;8,00;;;0,82;-0,17;-0,10;0,03;9,37;0,92;;0,10;0,90;0,12;13,50;-6,94;1.474.039,11;16,52;1,55;6,07;126.462.726.175,12
SAPR11;40,19;4,88;5,70;1,01;0,47;56,51;33,28;30,05;5,15;5,73;0,58;0,11;1,71;7,51;-0,66;1,28;17,71;8,20;12,11;0,46;0,54;0,27;7,71;14,56;56.811.285,05;39,81;7,05;0,13;12.147.069.961,72
SAPR3;8,93;4,07;6,33;1,12;0,52;56,51;33,28;30,05;5,72;5,73;0,58;0,11;1,90;8,34;-0,73;1,28;17,71;8,20;12,11;0,46;0,54;0,27;7,71;14,56;1.259.610,47;7,96;1,41;0,15;12.147.069.961,72
SAPR4;7,80;5,12;5,53;0,98;0,45;56,51;33,28;30,05;5,00;5,73;0,58;0,11;1,66;7,29;-0,64;1,28;17,71;8,20;12,11;0,46;0,54;0,27;7,71;14,56;7.757.105,89;7,96;1,41;0,13;12.147.069.961,72
SBFG3;12,60;4,35;9,19;1,03;0,34;48,50;7,30;4,48;5,64;9,77;4,13;0,76;0,41;2,12;-0,72;1,44;11,26;3,70;8,56;0,33;0,67;0,82;22,95;1,58;47.106.641,00;12,18;1,37;-0,25;3.081.397.158,00
SBSP3;133,07;4,78;12,99;2,19;0,98;38,46;30,29;20,81;8,92;11,14;2,22;0,54;2,70;37,37;-1,19;1,17;16,88;7,51;6,21;0,44;0,56;0,36;14,98;16,45;471.855.493,16;60,69;10,25;-0,57;93.651.188.747,83
SCAR3;13,51;52,56;-12,76;0,52;0,27;40,14;18,07;-15,41;10,88;21,28;10,41;0,50;1,97;1,52;-0,37;3,30;-4,06;-2,13;1,75;0,52;0,47;0,14;6,45;;3.310.764,42;26,06;-1,06;0,10;780.031.179,69
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;9,61;1,60;11,28;0,93;0,37;58,35;15,85;5,06;3,60;5,08;1,48;0,38;0,57;6,07;-0,51;1,27;8,25;3,27;14,93;0,40;0,60;0,65;9,20;-4,26;11.169.750,89;10,32;0,85;0,05;1.237.014.191,60
SEQL3;2,50;;-0,03;-0,05;0,03;-2,03;-112,24;-113,32;-0,03;-0,93;-0,90;;0,04;-0,08;-0,04;0,24;-167,96;-107,75;-689,30;-0,64;1,79;0,95;7,84;;640.690,63;-47,91;-80,46;0,00;28.457.467,50
SGPS3;1,64;;-0,02;-0,02;0,01;-1,74;-85,80;-176,86;-0,04;-2,34;-2,30;;0,03;-0,01;-0,01;0,27;-106,45;-36,82;-192,78;-0,35;1,35;0,21;-12,92;;0,00;-81,20;-86,44;-0,01;16.400.000,00
SHOW3;6,09;;-0,67;0,40;0,10;33,66;-28,00;-41,31;-0,99;0,28;1,27;-0,51;0,28;0,91;-0,26;1,23;-59,45;-15,42;-26,39;0,26;0,74;0,37;-15,90;;358.405,63;15,24;-9,06;0,00;41.054.285,58
SHUL3;27,31;2,07;37,39;6,28;3,34;24,97;12,75;13,04;38,25;19,78;-0,51;-0,08;4,88;7,75;-9,69;2,93;16,80;8,94;9,82;0,53;0,47;0,69;12,91;21,85;0,00;4,35;0,73;-9,27;5.177.074.903,56
SHUL4;4,92;12,57;6,74;1,13;0,60;24,97;12,75;13,04;6,89;19,78;-0,51;-0,08;0,88;1,40;-1,75;2,93;16,80;8,94;9,82;0,53;0,47;0,69;12,91;21,85;1.673.998,79;4,35;0,73;-1,67;5.177.074.903,56
SIMH3;5,22;1,35;-7,14;1,45;0,05;26,19;16,34;-1,48;0,64;6,99;6,34;14,23;0,11;0,59;-0,08;1,37;-20,27;-0,76;10,91;0,04;0,93;0,51;33,49;;38.715.965,32;3,61;-0,73;-0,08;4.557.271.582,26
SLCE3;14,79;9,82;11,21;1,40;0,36;30,55;19,65;6,91;3,94;7,13;3,19;1,13;0,78;2,32;-0,64;1,55;12,49;3,20;11,65;0,26;0,74;0,46;20,74;16,12;37.964.881,11;10,56;1,32;0,18;7.376.452.304,70
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,01;16.497.692,59
SMFT3;22,98;4,54;23,31;2,40;0,72;42,45;23,37;8,62;8,59;10,68;2,09;0,58;2,01;10,23;-0,92;1,46;10,29;3,08;12,48;0,30;0,70;0,36;22,98;;115.735.005,74;9,58;0,99;-0,67;13.724.806.217,94
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;20,63;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;14,80;3,08;9,80;0,73;0,23;23,33;19,67;7,02;3,50;9,06;5,57;1,17;0,69;1,32;-0,32;2,43;7,50;2,31;7,17;0,31;0,69;0,33;14,16;-4,70;44.269.886,42;20,15;1,51;-0,18;4.920.043.786,80
SNSY3;11,00;;-0,41;-0,04;0,15;20,94;9,51;-21,18;0,90;3,16;2,70;;0,09;-0,63;-0,35;0,71;-9,63;-36,46;-4,82;-3,79;4,82;1,72;15,69;;4.951,00;-281,46;-27,09;0,00;43.147.940,00
SNSY5;2,75;;-0,10;-0,01;0,04;20,94;9,51;-21,18;0,23;3,16;2,70;;0,02;-0,16;-0,09;0,71;-9,63;-36,46;-4,82;-3,79;4,82;1,72;15,69;;7.107,41;-281,46;-27,09;0,00;43.147.940,00
SNSY6;11,51;;-0,42;-0,04;0,15;20,94;9,51;-21,18;0,95;3,16;2,70;;0,09;-0,66;-0,37;0,71;-9,63;-36,46;-4,82;-3,79;4,82;1,72;15,69;;0,00;-281,46;-27,09;0,00;43.147.940,00
SOJA3;8,94;3,33;12,53;0,91;0,31;13,25;7,56;4,32;7,15;9,40;2,25;0,29;0,54;0,64;-0,91;3,67;7,28;2,47;4,83;0,34;0,50;0,57;35,41;30,59;7.341.146,05;9,80;0,71;-0,20;1.268.610.030,72
SOMA3;5,95;;2,96;0,80;0,49;56,80;-46,46;29,33;-1,87;-2,32;-0,45;0,19;0,87;2,01;-0,84;2,36;27,15;16,44;-47,20;0,61;0,39;0,56;37,72;80,87;99.716.529,00;7,40;2,01;0,01;4.669.246.869,35
SOND3;48,00;29,71;4,25;1,63;0,97;30,19;17,34;12,59;3,08;3,31;-0,91;-0,48;0,53;3,13;-2,38;2,10;38,39;22,87;20,76;0,60;0,40;1,82;25,49;44,65;2.400,00;29,44;11,30;0,03;161.230.500,00
SOND5;75,00;20,91;6,64;2,55;1,52;30,19;17,34;12,59;4,82;3,31;-0,91;-0,48;0,84;4,89;-3,72;2,10;38,39;22,87;20,76;0,60;0,40;1,82;25,49;44,65;30.670,00;29,44;11,30;0,05;161.230.500,00
SOND6;68,00;23,07;6,02;2,31;1,38;30,19;17,34;12,59;4,37;3,31;-0,91;-0,48;0,76;4,43;-3,37;2,10;38,39;22,87;20,76;0,60;0,40;1,82;25,49;44,65;8.792,33;29,44;11,30;0,04;161.230.500,00
SPRT3B;76,40;;-1.741,06;3.849,08;3.749,56;;;;-1.739,00;-1.738,54;0,46;-1,02;;3.849,08;;38,68;-221,08;-215,36;-221,34;0,97;0,03;0,00;;;;0,02;-0,04;-47,21;370.531.748,80
SQIA3;27,37;;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;2,68;0,40;0,58;0,41;35,51;;;7,40;-0,25;0,62;2.406.971.773,64
SRNA3;12,62;;151,28;1,46;0,39;24,35;20,77;0,83;6,07;14,27;8,21;1,97;1,26;-8,87;-0,46;0,78;0,96;0,26;6,76;0,27;0,73;0,31;;;6.704.467,00;8,65;0,08;-2,00;7.858.859.616,72
STBP3;14,42;1,90;15,02;12,06;2,14;57,55;45,15;23,87;7,94;9,11;1,17;1,78;3,59;38,33;-2,75;1,33;80,31;14,23;24,76;0,18;0,82;0,60;24,45;122,03;3.082.209,00;1,20;0,96;1,66;12.461.336.720,98
STKF3;0,00;;0,00;0,00;0,00;54,65;36,95;23,68;0,00;3,27;3,27;0,25;0,00;0,00;0,00;3,14;4,97;3,15;4,97;0,63;0,37;0,13;24,60;27,74;;8,19;0,41;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;21,15;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;20,76;;48,73;1,06;0,29;4,25;-3,34;0,83;-12,06;7,41;19,47;-1,71;0,40;0,79;-0,85;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;313.020.093,00;19,64;0,43;-0,88;8.840.533.965,20
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;7,41;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;8.840.533.965,20
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;7,41;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;8.840.533.965,20
SUZB3;51,87;2,15;10,01;1,45;0,40;34,44;22,51;12,80;5,69;11,72;6,02;1,54;1,28;2,24;-0,54;3,20;14,52;3,98;1,67;0,27;0,72;0,31;12,75;;427.639.092,53;35,69;5,18;0,18;65.569.780.690,05
SYNE3;4,83;18,18;6,23;1,01;0,31;53,31;54,54;36,60;4,18;5,07;0,89;0,21;2,28;6,07;-0,37;1,51;16,18;5,01;6,52;0,31;0,40;0,14;23,59;29,23;4.271.377,11;4,79;0,77;-0,08;737.272.669,35
TAEE11;41,97;7,69;8,39;1,89;0,66;57,72;64,68;38,21;4,96;8,13;3,17;1,21;3,21;10,65;-0,78;1,67;22,54;7,90;15,75;0,35;0,65;0,21;15,68;11,46;97.539.866,11;22,19;5,00;3,81;14.458.619.126,79
TAEE3;13,93;7,73;8,35;1,88;0,66;57,72;64,68;38,21;4,94;8,13;3,17;1,21;3,19;10,61;-0,78;1,67;22,54;7,90;15,75;0,35;0,65;0,21;15,68;11,46;931.750,63;7,40;1,67;3,80;14.458.619.126,79
TAEE4;14,15;7,61;8,49;1,91;0,67;57,72;64,68;38,21;5,01;8,13;3,17;1,21;3,24;10,77;-0,79;1,67;22,54;7,90;15,75;0,35;0,65;0,21;15,68;11,46;1.751.432,95;7,40;1,67;3,86;14.458.619.126,79
TASA3;5,05;4,01;5,68;0,54;0,28;34,73;9,77;8,10;4,71;8,38;3,87;0,45;0,46;1,48;-0,65;1,51;9,56;4,97;5,83;0,52;0,48;0,61;10,85;23,30;124.480,89;9,29;0,89;0,10;673.463.547,97
TASA4;4,71;4,30;5,30;0,51;0,26;34,73;9,77;8,10;4,40;8,38;3,87;0,45;0,43;1,38;-0,60;1,51;9,56;4,97;5,83;0,52;0,48;0,61;10,85;23,30;1.598.904,05;9,29;0,89;0,09;673.463.547,97
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;1,12;;-0,50;0,26;0,07;-20,85;-40,32;-57,81;-0,72;-5,10;-4,37;1,56;0,29;-0,21;-0,10;0,46;-51,23;-14,26;-13,72;0,28;0,72;0,25;5,16;;104.805,68;4,34;-2,22;-0,01;82.453.537,60
TECN3;7,00;9,30;6,23;0,97;0,60;54,75;16,04;15,07;5,86;6,14;0,28;0,05;0,94;1,28;-1,84;3,25;15,64;9,61;11,97;0,61;0,39;0,64;4,83;;401.040,79;7,18;1,12;0,90;426.343.505,00
TEKA3;42,50;;0,15;-0,01;0,02;24,94;-10,67;43,69;-0,60;-1,94;-1,54;;0,06;-0,01;-0,02;0,04;-6,36;12,79;30,07;-2,01;3,01;0,29;17,70;;0,00;-4.587,35;291,75;0,00;14.260.237,50
TEKA4;21,25;;0,07;0,00;0,01;24,94;-10,67;43,69;-0,30;-1,94;-1,54;;0,03;0,00;-0,01;0,04;-6,36;12,79;30,07;-2,01;3,01;0,29;17,70;;0,00;-4.587,35;291,75;0,00;14.260.237,50
TELB3;11,00;;19,97;0,73;0,27;-38,99;26,31;12,16;9,23;-2,65;-11,39;-0,91;2,43;0,63;-0,54;5,55;3,68;1,33;7,92;0,36;0,64;0,11;15,19;;11.844,06;14,98;0,55;-0,16;1.062.361.237,07
TELB4;7,77;;14,11;0,52;0,19;-38,99;26,31;12,16;6,52;-2,65;-11,39;-0,91;1,72;0,45;-0,38;5,55;3,68;1,33;7,92;0,36;0,64;0,11;15,19;;28.495,26;14,98;0,55;-0,11;1.062.361.237,07
TEND3;23,22;5,31;6,74;2,32;0,46;29,44;11,41;10,99;6,49;7,20;0,70;0,25;0,74;1,61;-1,16;1,89;34,41;6,82;16,01;0,20;0,80;0,62;10,99;9,89;63.326.903,42;10,01;3,45;0,03;2.846.264.689,44
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;2,59;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;16,05;1,45;108,64;28,53;16,79;56,66;20,48;13,97;74,13;12,78;0,73;0,28;15,18;37,99;-52,41;2,86;26,26;15,45;22,24;0,59;0,41;1,11;30,70;42,81;10.432.936,00;0,56;0,15;4,56;2.459.148.924,08
TGMA3;36,39;12,17;8,71;2,44;1,73;20,96;16,75;12,32;6,40;6,19;-0,21;-0,08;1,07;5,40;-3,58;2,61;28,02;19,81;17,28;0,71;0,29;1,61;9,18;7,29;5.930.247,58;14,91;4,18;0,51;2.401.846.076,85
TIET11;12,54;;-17,06;0,95;0,24;0,00;21,64;-7,77;6,13;18,71;12,58;1,95;1,33;-6,45;-0,29;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;13,19;-0,73;0,06;5.004.795.800,93
TIET3;3,49;;-23,75;1,32;0,33;0,00;21,64;-7,77;8,52;18,71;12,58;1,95;1,84;-8,98;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIET4;3,51;;-23,88;1,33;0,33;0,00;21,64;-7,77;8,57;18,71;12,58;1,95;1,85;-9,03;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIMS3;21,64;11,61;29,52;4,05;0,90;53,44;23,13;6,66;8,50;7,41;-1,09;-0,52;1,97;190,31;-1,20;1,02;13,71;3,04;27,45;0,22;0,63;0,46;7,93;-13,50;157.456.066,79;5,35;0,73;-2,67;51.765.604.237,96
TKNO3;207,00;9,67;17,16;1,82;1,51;22,29;12,38;11,79;16,34;14,18;-2,03;-0,23;2,02;3,39;-3,61;4,29;10,62;8,80;6,13;0,83;0,17;0,75;15,06;30,54;20.700,00;113,61;12,07;-0,72;605.447.795,59
TKNO4;203,51;10,09;16,87;1,79;1,49;22,29;12,38;11,79;16,06;14,18;-2,03;-0,23;1,99;3,33;-3,55;4,29;10,62;8,80;6,13;0,83;0,17;0,75;15,06;30,54;30.389,00;113,61;12,07;-0,70;605.447.795,59
TOKY3;0,79;;-1,89;634,94;88,90;47,73;-15,72;-23,86;-2,87;-2,88;-0,01;2,44;0,45;-4.168,78;-133,11;0,94;-33.566,97;-4.700,00;-8.235,54;0,14;0,98;197,00;14,79;;679.335,32;0,00;-0,42;-0,14;171.261.722,10
TOTS3;40,98;1,49;30,26;4,84;2,66;70,18;18,29;13,84;22,91;22,60;-0,30;-0,06;4,19;13,60;-4,04;2,35;15,99;8,80;12,04;0,55;0,41;0,64;18,01;31,07;133.619.568,79;8,47;1,35;1,22;24.563.476.789,38
TOYB3;2,29;;-43,94;0,03;0,00;24,06;-10,70;-10,96;-45,00;-46,99;;;4,81;0,34;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;0,03;0,00;24,06;-10,70;-10,96;-49,12;-46,99;;;5,26;0,37;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,52;71.890.222,22
TPIS3;4,80;11,44;-2,87;0,25;0,08;32,92;-7,77;-6,46;-2,38;-16,11;-13,73;1,42;0,19;-0,21;-0,09;0,16;-8,57;-2,88;-7,97;0,34;0,67;0,45;5,93;;316.178,74;19,54;-1,67;0,01;211.200.000,00
TRAD3;4,07;;-3,29;0,89;0,75;20,97;-184,77;-157,57;-2,81;-2,37;0,44;-0,14;5,19;1,66;-1,52;9,31;-27,03;-22,78;-28,96;0,84;0,06;0,14;54,39;;122.360,79;4,58;-1,24;0,04;162.885.547,33
TRIS3;6,15;20,90;7,00;0,94;0,43;30,38;16,17;15,71;6,80;8,92;2,12;0,29;1,10;0,75;-3,07;2,96;13,44;6,10;6,72;0,45;0,54;0,39;11,01;8,77;3.247.059,21;6,54;0,88;0,14;1.492.097.858,70
TTEN3;16,44;2,27;9,51;1,75;0,66;15,49;4,91;5,43;10,51;12,98;2,47;0,41;0,52;3,26;-1,86;1,46;18,40;6,97;3,54;0,38;0,62;1,29;41,95;48,20;18.789.578,58;9,40;1,73;1,11;8.211.741.316,68
TUPY3;11,63;;-12,10;0,50;0,16;14,71;1,24;-1,27;12,38;30,78;18,41;0,74;0,15;0,43;-0,41;2,45;-4,13;-1,29;1,35;0,31;0,69;1,01;15,61;;11.778.177,89;23,27;-0,96;0,09;1.540.398.326,45
TXRX3;9,97;;-0,73;-0,11;0,24;19,88;-8,84;-51,35;-4,26;-36,09;-34,19;;0,38;-0,23;-0,41;0,28;-15,03;-33,30;23,19;-2,21;3,21;0,65;2,30;;1.994,00;-90,50;-13,61;0,00;18.922.536,37
TXRX4;1,57;;-0,12;-0,02;0,04;19,88;-8,84;-51,35;-0,67;-36,09;-34,19;;0,06;-0,04;-0,06;0,28;-15,03;-33,30;23,19;-2,21;3,21;0,65;2,30;;1.664,20;-90,50;-13,61;0,00;18.922.536,37
UCAS3;1,35;;-38,11;0,49;0,23;32,05;-3,70;-0,98;-10,14;-18,18;-8,04;0,39;0,38;6,81;-0,32;1,14;-1,28;-0,61;-5,97;0,48;0,52;0,62;8,69;;45.735,26;2,77;-0,04;0,32;89.216.591,40
UGPA3;20,97;8,35;7,87;1,43;0,51;7,15;4,13;2,13;4,05;6,56;2,51;0,88;0,17;3,17;-0,80;1,83;18,14;6,52;11,12;0,36;0,59;3,07;8,37;51,41;120.159.016,47;14,69;2,66;0,59;23.399.371.836,81
UNIP3;58,87;19,27;8,48;2,70;0,87;30,14;19,78;14,19;6,08;7,50;1,46;0,65;1,20;3,18;-1,46;3,18;31,82;10,30;12,12;0,32;0,67;0,73;12,24;35,28;1.306.675,95;21,83;6,95;0,10;6.612.113.010,79
UNIP5;62,00;16,42;8,93;2,84;0,92;30,14;19,78;14,19;6,40;7,50;1,46;0,65;1,27;3,34;-1,53;3,18;31,82;10,30;12,12;0,32;0,67;0,73;12,24;35,28;67.645,31;21,83;6,95;0,10;6.612.113.010,79
UNIP6;58,19;21,44;8,38;2,67;0,86;30,14;19,78;14,19;6,01;7,50;1,46;0,65;1,19;3,14;-1,44;3,18;31,82;10,30;12,12;0,32;0,67;0,73;12,24;35,28;25.520.743,95;21,83;6,95;0,10;6.612.113.010,79
USIM3;5,97;;-2,25;0,36;0,21;8,40;-4,72;-12,52;-5,97;-6,15;-0,17;0,01;0,28;0,60;-0,39;4,21;-16,03;-9,42;-13,92;0,59;0,33;0,75;11,59;;3.591.782,11;16,56;-2,66;0,00;7.486.360.459,00
USIM5;5,98;;-2,25;0,36;0,21;8,40;-4,72;-12,52;-5,98;-6,15;-0,17;0,01;0,28;0,60;-0,40;4,21;-16,03;-9,42;-13,92;0,59;0,33;0,75;11,59;;65.883.445,47;16,56;-2,66;0,00;7.486.360.459,00
USIM6;8,00;;-3,01;0,48;0,28;8,40;-4,72;-12,52;-8,00;-6,15;-0,17;0,01;0,38;0,80;-0,53;4,21;-16,03;-9,42;-13,92;0,59;0,33;0,75;11,59;;800,00;16,56;-2,66;0,01;7.486.360.459,00
VALE3;72,38;10,53;10,88;1,51;0,68;34,81;19,93;14,15;7,73;9,29;1,56;0,30;1,54;19,53;-0,83;1,24;13,84;6,22;11,18;0,45;0,54;0,44;7,33;;1.872.609.211,89;48,06;6,65;-0,29;328.533.368.640,40
VAMO3;3,25;4,33;26,40;1,34;0,15;80,21;76,72;3,93;1,35;5,93;4,58;4,53;1,04;1,10;-0,21;1,93;5,06;0,58;12,39;0,11;0,89;0,15;31,14;-1,26;54.330.573,79;2,43;0,12;-0,33;3.513.355.745,25
VBBR3;25,76;6,14;16,80;1,46;0,51;4,67;2,26;1,00;7,47;12,08;4,61;0,90;0,17;2,44;-0,84;2,09;8,67;3,01;6,21;0,35;0,65;3,00;12,65;-3,63;282.112.530,84;17,69;1,53;-0,21;30.874.996.558,56
VITT3;4,61;5,78;11,11;1,10;0,73;31,22;7,90;7,48;10,52;12,74;2,23;0,23;0,83;2,09;-1,87;2,35;9,90;6,57;7,62;0,66;0,34;0,88;12,74;2,22;755.313,26;4,19;0,41;-0,85;679.117.622,98
VIVA3;32,26;4,21;10,28;2,60;1,62;71,93;27,68;25,78;9,57;9,97;0,40;0,11;2,65;3,12;-4,56;5,17;25,25;15,78;21,20;0,62;0,38;0,61;28,01;23,51;85.090.194,74;12,43;3,14;0,21;7.619.740.027,94
VIVR3;0,61;;-1,29;0,36;0,13;26,78;-34,75;-40,92;-1,52;-1,91;-0,39;0,09;0,53;1,54;-0,22;1,23;-27,93;-9,73;-19,40;0,35;0,63;0,24;;;48.382,21;1,69;-0,47;0,02;29.746.080,26
VIVT3;32,74;3,97;17,45;1,54;0,85;44,27;16,10;10,34;11,20;12,40;1,20;0,16;1,80;285,99;-1,06;1,02;8,85;4,89;8,76;0,55;0,45;0,47;4,76;3,90;116.817.417,05;21,21;1,88;1,41;105.637.136.404,28
VIVT4;45,34;;24,16;2,14;1,18;44,27;16,10;10,34;15,52;12,40;1,20;0,16;2,50;396,06;-1,47;1,02;8,85;4,89;8,76;0,55;0,45;0,47;4,76;3,90;;21,21;1,88;1,95;105.637.136.404,28
VLID3;21,03;14,65;7,19;1,00;0,60;33,24;14,00;11,30;5,80;5,99;0,20;0,03;0,81;1,74;-1,21;3,14;13,91;8,33;11,77;0,60;0,40;0,74;1,58;34,57;6.191.151,00;21,04;2,93;-0,22;1.721.018.966,25
VSPT3;5,00;;6,51;0,49;0,27;19,76;12,09;7,29;3,93;3,37;-0,56;-0,07;0,47;-4,95;-0,31;0,71;7,57;4,16;12,19;0,55;0,45;0,57;10,07;;0,00;10,15;0,77;-0,04;1.780.029.215,00
VSPT4;0,00;;0,00;0,00;0,00;19,76;12,09;7,29;0,00;3,37;-0,56;-0,07;0,00;0,00;0,00;0,71;7,57;4,16;12,19;0,55;0,45;0,57;10,07;;;10,15;0,77;0,00;1.780.029.215,00
VSTE3;3,93;;22,20;0,43;0,27;63,54;6,62;1,68;5,64;9,49;3,85;0,29;0,37;3,02;-0,39;1,39;1,92;1,20;5,70;0,63;0,37;0,71;3,10;;150.532,68;9,23;0,18;-0,02;449.332.002,99
VTRU3;14,02;0,17;-6,97;2,06;1,67;22,04;-7,31;-14,81;-14,10;-10,43;3,68;-0,54;1,03;3,97;-3,65;4,48;-29,57;-24,02;-29,52;0,81;0,19;1,62;;;8.185.685,53;6,81;-2,01;;531.162.519,14
VULC3;19,91;27,39;5,36;2,52;1,49;41,07;21,09;34,01;8,64;9,24;0,60;0,18;1,82;3,67;-4,31;2,65;46,97;27,87;11,49;0,59;0,41;0,82;17,52;52,39;21.074.065,16;7,91;3,71;0,05;6.301.558.204,70
VVEO3;1,35;;-0,44;0,22;0,05;11,80;-3,10;-8,78;-1,24;-9,21;-7,97;1,39;0,04;0,28;-0,10;1,49;-49,46;-10,99;-7,47;0,22;0,78;1,25;30,99;;2.416.723,05;6,24;-3,09;0,00;435.807.820,80
WDCN3;2,62;7,25;-240,97;0,26;0,12;26,99;5,58;-0,08;3,38;-0,79;-4,17;-0,32;0,19;0,50;-0,23;1,84;-0,11;-0,05;5,49;0,44;0,55;0,61;10,59;;82.208,95;10,13;-0,01;2,22;166.269.033,06
WEGE3;48,25;5,08;31,24;9,04;4,88;33,39;19,68;15,67;24,86;24,44;-0,43;-0,16;4,89;17,28;-13,76;1,78;28,93;15,62;24,58;0,54;0,44;1,00;23,27;32,05;377.304.030,79;5,34;1,54;4,89;202.520.593.403,50
WEST3;5,58;;-5,41;0,28;0,21;39,02;-19,88;-7,82;-2,13;1,12;3,25;-0,43;0,42;0,52;-0,51;2,97;-5,19;-3,82;-12,97;0,74;0,26;0,49;5,08;;40.716,61;19,87;-1,03;0,08;61.990.161,84
WHRL3;4,29;11,55;9,19;3,01;0,64;18,11;9,85;5,45;5,08;5,10;-0,11;-0,07;0,50;-22,50;-1,98;0,96;32,74;7,00;25,21;0,21;0,79;1,29;10,80;-16,94;25.213,74;1,43;0,47;0,37;6.617.622.606,78
WHRL4;4,65;11,70;9,96;3,26;0,70;18,11;9,85;5,45;5,51;5,10;-0,11;-0,07;0,54;-24,38;-2,15;0,96;32,74;7,00;25,21;0,21;0,79;1,29;10,80;-16,94;44.134,68;1,43;0,47;0,40;6.617.622.606,78
